district_key,u5mr_posterior_mean,u5mr_ci_lower95,u5mr_ci_upper95,u5mr_posterior_sd,province,had_direct_data,n_births_direct,ci_width,run_mode,model_version,population_2017,remoteness_proxy,norm_mortality_risk,norm_uncertainty,norm_geographic_accessibility_proxy,norm_population,priority_score,rank,relative_uncertainty
GHOTKI DISTRICT,114.58001747593096,64.37682644938599,178.47232140949313,29.616369995626066,Sindh,True,476,114.09549496010716,normal,hazard_v1_censoring_corrected,1648708,0.5605212899070459,0.4302614993473612,0.30787072107618146,0.5605212899070459,0.14623885088245997,0.39119395913145405,11,0.9957713174906299
BADIN DISTRICT,115.44866715603594,69.83950340833458,171.7084270889725,26.031012377171496,Sindh,True,460,101.86892368063792,normal,hazard_v1_censoring_corrected,1804958,0.5637619587019318,0.43398134505366814,0.2629210186746874,0.5637619587019318,0.16032355979231613,0.3812535913434915,12,0.8823741857751882
AWARAN DISTRICT,45.76369299629501,7.413532962170363,150.01539560228247,37.18961801402952,Balochistan,True,132,142.6018626401121,normal,hazard_v1_censoring_corrected,121821,1.0,0.1355671996747196,0.412671381414655,1.0,0.008601993709701394,0.3788884936652545,13,3.1160479695477594
KHARAN DISTRICT,50.88335398710843,8.943867173334217,156.9815506510478,38.83435171814705,Balochistan,True,175,148.0376834777136,normal,hazard_v1_censoring_corrected,162766,0.907059409739826,0.1574912841366203,0.4326556045769016,0.907059409739826,0.01229286351011138,0.375434363326695,14,2.909353882513715
BAHAWALPUR DISTRICT,107.32708093724266,70.39409947845657,151.79947431141812,20.9788722786191,Punjab,True,641,81.40537483296156,normal,hazard_v1_censoring_corrected,3669176,0.6273197761160938,0.3992020222537922,0.1876889352265615,0.6273197761160938,0.32836815418920706,0.3742882601116248,15,0.7584793522947084
BARKHAN DISTRICT,54.35325872035406,9.105298776300904,174.80702475778986,45.25252210935265,Balochistan,False,0,165.70172598148895,normal,hazard_v1_censoring_corrected,171025,0.7487318409971773,0.17235056575369068,0.49759559761365024,0.7487318409971773,0.013037347419784991,0.36926900852698524,16,3.048607017916249
SIBI DISTRICT,53.08518018546559,8.479528142301834,161.3557324527629,40.97078614158492,Balochistan,True,129,152.87620431046108,normal,hazard_v1_censoring_corrected,179751,0.8193562492046553,0.166920233363889,0.45044391714010035,0.8193562492046553,0.013823927707448381,0.36715491109926157,17,2.879828301916882
RAHIM YAR KHAN DISTRICT,113.47696629199469,80.39464273781755,153.31483478584647,18.43598078600019,Punjab,True,823,72.92019204802892,normal,hazard_v1_censoring_corrected,4807762,0.5162905453333047,0.42553786874646543,0.1564940538254726,0.5162905453333047,0.43100272941376694,0.3635217456542656,18,0.6425990615610344
SHERANI DISTRICT,52.835671730549365,9.110228648729144,163.5861800970863,40.757380977649966,Balochistan,True,89,154.47595144835716,normal,hazard_v1_censoring_corrected,152952,0.7828603383026902,0.16585175549995285,0.45632521911122764,0.7828603383026902,0.011408208577366878,0.3609511564516242,19,2.9237056403134516
JACOBABAD DISTRICT,85.88197548586159,32.37084082657616,169.1684964736303,35.82540383847357,Sindh,True,315,136.79765564705417,normal,hazard_v1_censoring_corrected,1007009,0.5252212484762876,0.3073669761337277,0.39133282532634905,0.5252212484762876,0.08839473169688697,0.354230360916342,20,1.5928564157164111
RAJANPUR DISTRICT,73.46245028038327,23.470699167520824,154.5872220625054,33.544354745260854,Punjab,True,168,131.11652289498457,normal,hazard_v1_censoring_corrected,1996039,0.6171824718582903,0.25418245472299456,0.37044673873086037,0.6171824718582903,0.17754800947682314,0.3539982988277963,21,1.7848100954236306
SAHIWAL DISTRICT,116.30443351480412,75.04203061089864,166.4094289577345,23.386549520112037,Punjab,True,446,91.36739834683586,normal,hazard_v1_censoring_corrected,2513011,0.4430829097159516,0.4376460201098784,0.22431326612276797,0.4430829097159516,0.22414897033791853,0.3533838668577639,22,0.78558826680675
TOBA TEK SINGH DISTRICT,109.56100994237204,64.21867085749882,165.27738346524524,25.89152143711536,Punjab,True,403,101.0587126077464,normal,hazard_v1_censoring_corrected,2191495,0.4599606346377114,0.4087684463350408,0.2599423629439493,0.4599606346377114,0.19516683101080615,0.352998897445824,23,0.9223966871143506
MANDI BAHAUDDIN DISTRICT,58.335025695746296,8.812117153690622,190.27676835904043,49.95199522961216,Punjab,False,0,181.4646512053498,normal,hazard_v1_censoring_corrected,1594039,0.4734683043996616,0.18940181106714968,0.5555463330728483,0.4734683043996616,0.14131087039354526,0.3512493722680012,24,3.1107323437517906
SHAHEED BENAZIRABAD DISTRICT,99.44925161614232,55.340603622820346,157.83643097117567,26.564410981191894,Sindh,True,452,102.49582734835532,normal,hazard_v1_censoring_corrected,1613506,0.5296993631773106,0.3654665472443814,0.2652257640243195,0.5296993631773106,0.14306566737497353,0.3460007874780079,25,1.0306344762047308
VEHARI DISTRICT,98.24471242479136,54.50335327530061,155.7034633851568,26.244971620771828,Punjab,True,339,101.20011010985618,normal,hazard_v1_censoring_corrected,2902081,0.4614282087533838,0.3603083113736402,0.2604621959776651,0.4614282087533838,0.259220571589488,0.34046968225238117,26,1.0300820025029567
DERA BUGTI DISTRICT,49.67305303967984,9.23776762866734,144.90504181617476,36.72652059700548,Balochistan,True,359,135.66727418750742,normal,hazard_v1_censoring_corrected,313110,0.7980167235077045,0.15230837451753496,0.3871770968685995,0.7980167235077045,0.025845192958709223,0.3392643428650057,27,2.7312046650149258
GWADAR DISTRICT,46.80002011890859,8.484984358076263,138.93462186739572,35.19787748212148,Balochistan,True,420,130.44963750931944,normal,hazard_v1_censoring_corrected,262253,0.8401270251630648,0.1400050957399293,0.36799500480346825,0.8401270251630648,0.021260834296126477,0.3365520281992378,28,2.787384218593828
LAYYAH DISTRICT,85.84067391453816,40.98193912506908,147.15721621265718,27.247677280501595,Punjab,True,373,106.1752770875881,normal,hazard_v1_censoring_corrected,1823995,0.5530531509895353,0.30719010912246875,0.27875287371021246,0.5530531509895353,0.16203959565482448,0.33331649552544074,29,1.2368877391770574
KHANEWAL DISTRICT,101.70555430883157,61.62565546511482,150.68997633694642,22.73327973669877,Punjab,True,422,89.0643208718316,normal,hazard_v1_censoring_corrected,2920233,0.460358207977294,0.3751287828679697,0.21584624419628068,0.460358207977294,0.260856831660731,0.332962711167604,30,0.8757075410196917
KHAIRPUR DISTRICT,82.65646709308778,44.49490885007384,131.95000037396952,22.831495555135824,Sindh,True,818,87.45509152389567,normal,hazard_v1_censoring_corrected,2405190,0.6248188402747168,0.2935542806129434,0.20993008187799173,0.6248188402747168,0.2144297549819531,0.32680748036171353,31,1.0580550391223917
DERA ISMAIL KHAN DISTRICT,87.69888215484943,47.44685639996364,140.4390465030445,24.304482814612328,Khyber Pakhtunkhwa,True,818,92.99219010308086,normal,hazard_v1_censoring_corrected,1625088,0.5826106244890343,0.31514757241573876,0.23028664199718435,0.5826106244890343,0.14410969360597484,0.3260781158238552,32,1.060357758481859
CHINIOT DISTRICT,79.03462107600919,32.00428331167051,151.75569217814007,31.67619662438554,Punjab,True,339,119.75140886646956,normal,hazard_v1_censoring_corrected,1368659,0.4890634583031034,0.27804433608167206,0.3286640932398367,0.4890634583031034,0.12099463555128362,0.3197291176203689,33,1.515176605342388
KALAT DISTRICT,51.20194893538632,11.221586407005937,132.73055588758072,33.08575866287689,Balochistan,True,581,121.5089694805748,normal,hazard_v1_censoring_corrected,412058,0.748087532045886,0.15885561325288658,0.3351255798455932,0.748087532045886,0.03476457713286888,0.3171738833772967,34,2.3731317265659473
HARIPUR DISTRICT,87.11379418341036,42.35053159185483,148.53176921921158,27.41767290435139,Khyber Pakhtunkhwa,True,394,106.18123762735677,normal,hazard_v1_censoring_corrected,1001515,0.4764275121293929,0.31264203188747147,0.27877478700729547,0.4764275121293929,0.08789949079608217,0.312764700362664,35,1.2188797264851259
PISHIN DISTRICT,50.763054885967584,9.034418083056147,142.0071921907701,35.5037826015192,Balochistan,True,225,132.97277410771397,normal,hazard_v1_censoring_corrected,736903,0.6515580698528096,0.15697612353148743,0.37727105093478197,0.6515580698528096,0.0640467996341311,0.31268805862700455,36,2.619479351792746
KECH DISTRICT,43.29478053654819,8.582770107447695,121.63705483731108,30.140738131296526,Balochistan,True,354,113.05428472986335,normal,hazard_v1_censoring_corrected,907182,0.7692899865153201,0.12499449859282076,0.30404282125724863,0.7692899865153201,0.07939611258428403,0.3030082543757953,37,2.6112682251484385
BAHAWALNAGAR DISTRICT,64.75115895988964,25.13282147507968,126.25922388418071,25.68349455382104,Punjab,True,388,101.12640240910105,normal,hazard_v1_censoring_corrected,2975656,0.5370946493041662,0.21687781931345734,0.2601912173739412,0.5370946493041662,0.2658527793209611,0.2988127007304946,38,1.5617697664955186
TORGHAR DISTRICT,56.38141396493424,12.578527021370824,151.69068996060943,36.5134651898118,Khyber Pakhtunkhwa,True,192,139.1121629392386,normal,hazard_v1_censoring_corrected,171349,0.52399192271812,0.18103579842120718,0.3998418677726541,0.52399192271812,0.013066553472180468,0.2984719195911211,39,2.4673407982594724
DERA GHAZI KHAN DISTRICT,73.29812777644949,38.22044196552152,118.75178871926389,20.75995502415872,Punjab,True,336,80.53134675374235,normal,hazard_v1_censoring_corrected,2872631,0.5734945600147296,0.25347877132253127,0.1844756629891172,0.5734945600147296,0.25656588565415833,0.2970897079941095,40,1.0986821791595185
CHAKWAL DISTRICT,57.57329229082216,16.307012144888002,131.11522283818005,29.64736835721883,Punjab,True,255,114.80821069329204,normal,hazard_v1_censoring_corrected,1495463,0.5790092714569722,0.18613981627160084,0.31049094545235784,0.5790092714569722,0.13242501909435817,0.29664756634517797,41,1.9941227281802292
PAKPATTAN DISTRICT,67.41903460949277,22.95665290569776,138.75834717884723,30.572385219147613,Punjab,True,246,115.80169427314948,normal,hazard_v1_censoring_corrected,1824228,0.4606515522258155,0.22830254668909833,0.3141433832646127,0.4606515522258155,0.16206059877275086,0.29390040397746137,42,1.7176409443401361
KILLA ABDULLAH DISTRICT,58.77067160700132,18.78936045152029,126.20061632864396,27.88835286877142,Balochistan,True,225,107.41125587712364,normal,hazard_v1_censoring_corrected,758354,0.6220960624818944,0.19126739118485184,0.2832968196370212,0.6220960624818944,0.06598043861541317,0.2925132587229673,43,1.8276336298380464
SOHBATPUR DISTRICT,48.82042024543174,8.793939367121093,145.0705042739493,35.89192592782648,Balochistan,True,108,136.2765649068282,normal,hazard_v1_censoring_corrected,200426,0.5694700097196754,0.1486571184227224,0.389417090067302,0.5694700097196754,0.015687616390400547,0.2917507379722547,44,2.7913845112707727
JHAL MAGSI DISTRICT,40.4870650493078,7.164854516503638,120.99106010428255,30.617699696215517,Balochistan,True,135,113.82620558777892,normal,hazard_v1_censoring_corrected,148900,0.7667962130324122,0.11297093070469293,0.3068807070428633,0.7667962130324122,0.01104295263814936,0.2917161222650336,45,2.8114215107752045
KACHHI DISTRICT,39.525305046527976,7.235959199525685,120.4926925525802,29.872574494886628,Balochistan,True,156,113.25673335305451,normal,hazard_v1_censoring_corrected,309932,0.7363490997328128,0.10885235575005074,0.3047871023116858,0.7363490997328128,0.025558721247249876,0.2848027650648136,46,2.8654233843289045
HANGU DISTRICT,49.012599324574445,8.475160737486203,148.29003291633575,37.7897425985678,Khyber Pakhtunkhwa,True,179,139.81487217884955,normal,hazard_v1_censoring_corrected,518811,0.499081313798515,0.1494800929068719,0.40242530432843915,0.499081313798515,0.04438752068649367,0.28477464328963287,47,2.852631243916658
KAMBAR SHAHDAD KOT DISTRICT,66.65100918454083,29.166344411964587,121.58700898787876,24.09777790495184,Sindh,True,551,92.42066457591416,normal,hazard_v1_censoring_corrected,1338035,0.5719320649019279,0.22501360737929876,0.228185488552462,0.5719320649019279,0.11823412274708883,0.28467091477255263,48,1.3866356369792283
KHUZDAR DISTRICT,43.58150470926948,12.98198893000427,98.2231910065729,22.23837611396916,Balochistan,True,1044,85.24120207656864,normal,hazard_v1_censoring_corrected,798896,0.8311860159147357,0.12622234648964242,0.20179095034777597,0.8311860159147357,0.06963498113460286,0.28422692499659724,49,1.9559031438957737
FR D.I.KHAN DISTRICT,31.111196358188757,2.161017987351796,120.54046173816688,35.367546662242965,Fata,False,0,118.37944375081508,normal,hazard_v1_censoring_corrected,68506,0.7870956459087254,0.07282035482542461,0.3236202078982892,0.7870956459087254,0.003796065674315918,0.28401294004883326,50,3.8050431229931316
HAFIZABAD DISTRICT,64.55204256441408,22.34254455926716,132.40032537071482,29.50199732704231,Punjab,True,314,110.05778081144769,normal,hazard_v1_censoring_corrected,1156954,0.4954427626086073,0.21602513694249792,0.2930264899981434,0.4954427626086073,0.1019110944328126,0.2835976637414449,51,1.7049465274723898
MASTUNG DISTRICT,46.76984110478711,11.4307803549344,119.47174690793028,28.032578360611986,Balochistan,True,541,108.04096655299588,normal,hazard_v1_censoring_corrected,265676,0.6941829918470706,0.1398758592034158,0.285611884656683,0.6941829918470706,0.021569390831156474,0.282627446530901,52,2.3100563098115248
KOHISTAN DISTRICT,37.65601905886041,6.002930841918436,124.10847036110148,33.18767156897478,Khyber Pakhtunkhwa,False,0,118.10553951918304,normal,hazard_v1_censoring_corrected,784711,0.665106722061753,0.10084745387263955,0.3226132278204775,0.665106722061753,0.06835631492093047,0.27697992579964276,53,3.1364319030795946
FAISALABAD DISTRICT,71.6224283741143,45.35862616751955,103.60791887528312,14.916736838788973,Punjab,True,916,58.249292707763566,normal,hazard_v1_censoring_corrected,7882444,0.383488565378986,0.24630287133706832,0.10255803658615457,0.383488565378986,0.7081611355601626,0.27680238614248714,54,0.8132828504990478
SARGODHA DISTRICT,76.0181444165191,44.27487224662775,114.56668555370972,18.163262677796705,Punjab,True,544,70.29181330708197,normal,hazard_v1_censoring_corrected,3696212,0.4671961661082636,0.26512678369320714,0.14683109603432415,0.4671961661082636,0.33080523700576303,0.2766197992098091,55,0.9246715221294881
SUKKUR DISTRICT,66.10487631587146,30.56272356323976,118.5275829303514,22.661153690697876,Sindh,True,343,87.96485936711163,normal,hazard_v1_censoring_corrected,1488372,0.5537665917897332,0.22267488550657868,0.21180418969797274,0.5537665917897332,0.13178582120072752,0.27654311159004275,56,1.3306863921321896
NASIRABAD DISTRICT,48.22514307563523,11.599178645119787,121.51654325815392,29.012652481686374,Balochistan,True,363,109.91736461303412,normal,hazard_v1_censoring_corrected,487847,0.6301300630415296,0.14610794437149552,0.2925102646241796,0.6301300630415296,0.04159635955571104,0.27638190569972915,57,2.2792542977144143
KASUR DISTRICT,74.90861228325362,40.94960751597122,120.49993496027795,20.22527246150761,Punjab,True,524,79.55032744430673,normal,hazard_v1_censoring_corrected,3454881,0.4323906730696617,0.2603753995202015,0.18086904875514162,0.4323906730696617,0.3090511449358463,0.27579412354214006,58,1.0619650400610987
LAHORE DISTRICT,75.18965166699336,50.669257701592265,104.72430505250732,13.766302420623024,Punjab,True,1108,54.05504735091505,normal,hazard_v1_censoring_corrected,11119985,0.2131521740758799,0.2615789032672829,0.08713833499689815,0.2131521740758799,1.0,0.2734034966211586,59,0.7189160496489447
MUZAFFARGARH DISTRICT,67.25205387066264,37.60527341079662,106.85394724610744,17.62988337231742,Punjab,True,477,69.24867383531083,normal,hazard_v1_censoring_corrected,4328549,0.487601285263543,0.22758747984615862,0.14299610356197828,0.487601285263543,0.387805445504526,0.2702346246102182,60,1.02968860948824
LASBELA DISTRICT,41.92446067252753,11.377623760983212,96.88950893209002,22.23347434961637,Balochistan,True,617,85.51188517110681,normal,hazard_v1_censoring_corrected,576271,0.7754126645152918,0.11912633496001039,0.20278608825410277,0.7754126645152918,0.04956708787983981,0.26852560215127735,61,2.039665717802339
CHITRAL DISTRICT,35.7281303680093,6.785930386179059,97.65381563838837,24.259469566464663,Khyber Pakhtunkhwa,True,192,90.86788525220928,normal,hazard_v1_censoring_corrected,447625,0.8004075394991144,0.09259159580562966,0.22247685880661247,0.8004075394991144,0.03797066252036874,0.2676582701160954,62,2.543314870278566
KOHLU DISTRICT,34.458516110656824,6.005114676771076,97.96515912060936,24.77242055079346,Balochistan,True,282,91.9600444438383,normal,hazard_v1_censoring_corrected,213933,0.8078683924018089,0.0871546869434656,0.22649206711944636,0.8078683924018089,0.01690516623517128,0.266073690017099,63,2.6687174847728934
MIANWALI DISTRICT,58.23196534685332,23.717750955936832,109.82518376512591,22.31893599688863,Punjab,True,254,86.10743280918909,normal,hazard_v1_censoring_corrected,1542601,0.5633646915709769,0.18896047251019116,0.20497555646115953,0.5633646915709769,0.1366741391493521,0.26341720817155495,64,1.4786970059536566
FR BANNU DISTRICT,28.433619912510554,2.050280354367389,112.32135303692164,30.10337135391123,Fata,True,656,110.27107268255423,normal,hazard_v1_censoring_corrected,43112,0.7299245434751767,0.06135408542720066,0.2938106351122357,0.7299245434751767,0.0015069962467518408,0.2588204330242615,65,3.8781932452447214
SHIKARPUR DISTRICT,48.24783038624695,11.746883401539607,123.97235993457215,29.326116427961665,Sindh,True,150,112.22547653303256,normal,hazard_v1_censoring_corrected,1233760,0.494908501290385,0.14620509895164396,0.3009957951577876,0.494908501290385,0.10883455140900723,0.2586459335269716,66,2.326021204158072
KASHMORE DISTRICT,64.26165589443576,29.27528072769702,114.50137300190592,22.17362904794825,Sindh,True,497,85.22609227420891,normal,hazard_v1_censoring_corrected,1090336,0.5115066791850327,0.21478160501906812,0.2017354007497823,0.5115066791850327,0.0959060055486091,0.2583251986244294,67,1.3262355457228172
TANK DISTRICT,48.91624557240936,12.727943693359997,115.47902838274098,26.92314753324312,Khyber Pakhtunkhwa,True,446,102.751084689381,normal,hazard_v1_censoring_corrected,390626,0.5773579220936319,0.14906747421893943,0.266164190771495,0.5773579220936319,0.03283265085219024,0.2582310964229697,68,2.1005513298701843
KARAK DISTRICT,42.76743790632083,10.666774109635,107.90373094516298,25.780014375769053,Khyber Pakhtunkhwa,True,186,97.23695683552798,normal,hazard_v1_censoring_corrected,705362,0.5890425328015321,0.12273624274615216,0.24589208010620286,0.5890425328015321,0.06120362649028615,0.24679099033965676,69,2.2736212781443426
ORAKZAI AGENCY DISTRICT,29.680091715240145,2.097800639205938,116.95323150711197,31.86834425890353,Fata,True,110,114.85543086790602,normal,hazard_v1_censoring_corrected,254303,0.6149580493885587,0.06669189063177522,0.3106645454541678,0.6149580493885587,0.020544204306792994,0.24492215019735145,70,3.8697801869975357
LOWER DIR DISTRICT,51.97231636987564,15.84615700717251,117.35872230043562,26.4498475615726,Khyber Pakhtunkhwa,True,366,101.51256529326312,normal,hazard_v1_censoring_corrected,1436082,0.4271003767423167,0.16215458182341258,0.2616109045719977,0.4271003767423167,0.1270722888557907,0.24147240833500677,71,1.9532045593430998
MIRPUR KHAS DISTRICT,51.012551251212656,16.89120308150175,107.02030497517228,23.695307913718523,Sindh,True,252,90.12910189367052,normal,hazard_v1_censoring_corrected,1504440,0.4898125908029413,0.1580445496234465,0.2197607995495699,0.4898125908029413,0.13323422505841437,0.24043200038067927,72,1.76680247670475
UPPER DIR DISTRICT,45.21361765872478,13.161344979555322,102.71135309849784,23.329438038509387,Khyber Pakhtunkhwa,True,348,89.55000811894251,normal,hazard_v1_censoring_corrected,947401,0.5667641271558561,0.13321159484406025,0.21763182223928412,0.5667641271558561,0.08302153919321525,0.24022916395990207,73,1.9805981639175965
SUJAWAL DISTRICT,33.808901495488165,6.882845907962623,91.99977492437608,22.75170676850247,Sindh,True,468,85.11692901641347,normal,hazard_v1_censoring_corrected,779062,0.6833390531970314,0.08437282194963132,0.2013340735224735,0.6833390531970314,0.06784710198888709,0.23760187167488955,74,2.517589310843844
JAFFARABAD DISTRICT,40.48874713341058,8.761812497932194,106.95189132018147,26.283491079893206,Balochistan,True,205,98.19007882224928,normal,hazard_v1_censoring_corrected,513972,0.5447053733125272,0.11297813394608087,0.24939613276955125,0.5447053733125272,0.04395132288543899,0.23334630036034706,75,2.425120206824691
MULTAN DISTRICT,58.132281243178255,30.590061551296923,93.57960764257204,16.36311940630547,Punjab,True,655,62.98954609127512,normal,hazard_v1_censoring_corrected,4746166,0.3893931687079611,0.1885335921537764,0.11998507921537559,0.3893931687079611,0.4254503343416933,0.2318326278018848,76,1.0835553799751643
FR TANK DISTRICT,22.654955691018998,1.7866779575136105,82.67125652072853,22.59024840218464,Fata,True,204,80.88457856321493,normal,hazard_v1_censoring_corrected,36418,0.8015148486557088,0.03660793080948729,0.18577428255723724,0.8015148486557088,0.0009035847815193475,0.23076878530025982,77,3.5702819138719235
TANDO MUHAMMAD KHAN DISTRICT,42.6094102260768,10.080257860910136,108.74280065587362,25.576243626294136,Sindh,True,200,98.66254279496349,normal,hazard_v1_censoring_corrected,677098,0.4984107995903226,0.12205951586614874,0.2511330968360506,0.4984107995903226,0.05865584912946583,0.2297114802282858,78,2.3155106412287862
THARPARKAR DISTRICT,34.95351250888215,10.785509754076312,77.06943259700002,17.110547721061533,Sindh,True,370,66.2839228429237,normal,hazard_v1_censoring_corrected,1647036,0.6894403234119588,0.08927442550867565,0.13209650859326352,0.6894403234119588,0.14608813322935738,0.2278356007867768,79,1.8963451191373137
THATTA DISTRICT,35.52998577426209,9.295972093316973,85.50813541752181,19.776111701698817,Sindh,True,420,76.21216332420484,normal,hazard_v1_censoring_corrected,982138,0.6552396204177597,0.09174307501162046,0.16859663972597355,0.6552396204177597,0.08615280660698596,0.2269394266666908,80,2.14500967741487
SHANGLA DISTRICT,45.68520201215873,13.243391287078635,103.77927276770453,23.79103528203758,Khyber Pakhtunkhwa,True,162,90.53588148062587,normal,hazard_v1_censoring_corrected,759609,0.49768665813851,0.13523107527726647,0.22125628188543534,0.49768665813851,0.06609356699737713,0.2266160030039769,81,1.9817331979079464
NAROWAL DISTRICT,46.88558947840695,14.184593129444972,103.0060942139482,23.07327860184005,Punjab,True,243,88.82150108450323,normal,hazard_v1_censoring_corrected,1707575,0.4510202074991429,0.1403715320856872,0.21495354280615897,0.4510202074991429,0.1515452480625976,0.2259932419822109,82,1.8944307210941598
FR LAKKI MARWAT DISTRICT,26.8710210823153,1.937558195787048,108.796213813812,31.14750368220328,Fata,False,0,106.85865561802495,normal,hazard_v1_censoring_corrected,26394,0.5940443999327513,0.05466251956087853,0.28126524294837224,0.5940443999327513,0.0,0.22505346069541335,83,3.97672478804135
MATIARI DISTRICT,41.42257963896069,10.557203677601295,103.5823752719866,23.74028192671249,Sindh,True,142,93.0251715943853,normal,hazard_v1_censoring_corrected,770040,0.4837350724092114,0.11697711410544807,0.23040789497849903,0.4837350724092114,0.06703383962866488,0.2193636125804377,84,2.2457599793444283
FR KOHAT DISTRICT,26.394949834555423,1.889691736620619,108.37418994540346,29.423070106334364,Fata,False,0,106.48449820878284,normal,hazard_v1_censoring_corrected,118839,0.5624004748899687,0.05262382475969959,0.279889692615223,0.5624004748899687,0.008333189857098572,0.21832985165215033,85,4.034275453305721
JAMSHORO DISTRICT,32.015224529974674,8.424312055196264,76.51215940769512,18.163532373322727,Sindh,True,204,68.08784735249886,normal,hazard_v1_censoring_corrected,993908,0.6833020356105419,0.07669170295369648,0.13872844718068444,0.6833020356105419,0.0872137795597476,0.21767700041376709,86,2.126733401127664
FR PESHAWAR DISTRICT,26.738343303735626,1.8505598652750643,104.78658109502528,29.572649484730828,Fata,False,0,102.9360212297502,normal,hazard_v1_censoring_corrected,64761,0.5702579660720323,0.05409434935800423,0.26684409049667107,0.5702579660720323,0.003458483371164486,0.21608840844372593,87,3.849753145153498
KILLA SAIFULLAH DISTRICT,28.337474405805988,6.417818600182196,71.7963757153168,17.27084221723097,Balochistan,True,401,65.3785571151346,normal,hazard_v1_censoring_corrected,342932,0.745374095385957,0.060942358515320066,0.12876802678929541,0.745374095385957,0.028533411769011495,0.21493551169700922,88,2.3071412850306574
BANNU DISTRICT,46.71328276444174,14.62436599166646,101.89577873448935,23.13625358649732,Khyber Pakhtunkhwa,True,278,87.27141274282289,normal,hazard_v1_censoring_corrected,1167071,0.4218676534793749,0.13963365765276978,0.20925480617248343,0.4218676534793749,0.1028230624330751,0.21328574185203542,89,1.8682354905969933
QUETTA DISTRICT,43.943007254281525,15.373626277677996,89.20512380078054,19.071297974590586,Balochistan,True,1028,73.83149752310254,normal,hazard_v1_censoring_corrected,2269473,0.462532151223337,0.12777042015003862,0.15984437248514427,0.462532151223337,0.20219593457159182,0.21178750350738532,90,1.680164880292959
BUNER DISTRICT,40.66018184769085,11.605216088551476,95.31950013007167,21.54184877394315,Khyber Pakhtunkhwa,True,182,83.7142840415202,normal,hazard_v1_censoring_corrected,895460,0.4974125839129045,0.11371227418746147,0.19617739690764252,0.4974125839129045,0.07833946645409949,0.2116545921752682,91,2.0588762823320836
