district_key,area_sqkm,population_2017,male,female,sex_ratio,pop_density_per_sqkm,urban_pct,avg_household_size,pop_growth_rate_pct,population_under5,literacy_rate_pct,mean_persons_per_room,improved_water_pct,improved_sanitation_pct,province,n_households_hr,mean_wealth_score,pct_lowest_wealth_quintile,n_women_ir,mean_years_education,pct_no_education,n_women_with_recent_birth,mean_anc_visits,pct_zero_anc_visits,low_dhs_hr_coverage,low_dhs_ir_coverage,low_dhs_anc_coverage,improved_water_pct_imputed,improved_sanitation_pct_imputed,wash_index,mean_persons_per_room_imputed,household_pressure_index,remoteness_proxy,population_under5_imputed,under5_share_pct,anc_deficit_index,anc_data_source,education_adequacy,education_data_source,wealth_adequacy,wealth_data_source,deprivation_index,deprivation_data_source,facility_count_in_district,facility_distance_km,low_osm_facility_coverage
FR TANK DISTRICT,1221,36418,18783,17632,106.53,29.83,0.0,8.43,1.54,6363.0,36.83588639912225,3.196285016274083,26.336248785228378,13.824101068999028,Fata,26.0,-1.4770192307692307,92.3076923076923,36.0,0.3888888888888888,94.44444444444446,24.0,1.1666666666666667,30.555555555555543,True,False,True,False,False,0.1428192365685463,False,0.5201703254760213,0.8015148486557088,False,17.472129166895492,0.8709795626954382,dhs,0.0378432899988416,dhs,0.0414266388211828,dhs,0.8737885583617445,education=dhs;wealth=dhs,1,19.48,False
ATTOCK DISTRICT,6857,1886378,938650,947597,99.06,275.1,26.02,6.09,2.08,222025.0,66.91014471112733,2.268521133596411,72.15517326822628,38.27759258096808,Punjab,80.0,-0.5340622072620017,29.88357284969923,71.0,2.241360637173577,56.584134086974224,39.0,3.469039769602841,8.062742496401022,False,False,False,False,False,0.5370316719767796,False,0.1423577038136418,0.55888172901297,False,11.769910378513744,0.5776865450097584,dhs,0.2181097557888382,dhs,0.3477937981410633,dhs,0.583270767208278,education=dhs;wealth=dhs,9,21.35,False
CHAKWAL DISTRICT,6525,1495463,723178,772166,93.66,229.1897,18.96456,5.55,1.71,165863.0,74.64329231666925,2.035555626243936,77.63805440656985,43.328250958606326,Punjab,109.0,-0.0363815761043447,15.492019905983046,98.0,5.982924548148112,31.86332766995965,34.0,5.63242871166418,0.0,False,False,False,False,False,0.5956675488796073,False,0.051984877126654,0.5790092714569722,False,11.091080153771776,0.3020983397636905,dhs,0.5822062681288056,dhs,0.5094904581321935,dhs,0.3820448905083366,education=dhs;wealth=dhs,9,11.69,False
JHELUM DISTRICT,3587,1222403,601406,620862,96.87,340.79,28.98,5.88,1.41,133895.0,78.93682276141554,2.150252149186739,77.70679682206095,40.46962004183566,Punjab,50.0,0.8153204441558973,0.0,44.0,9.806908567762804,5.415925854657869,17.0,6.583642010286317,0.0,False,False,True,False,False,0.580636876399977,False,0.1025407866596035,0.5352596865073446,False,10.953425343360577,0.1809258771164102,dhs,0.9543231897993584,dhs,0.7862088260209218,dhs,0.1793779784828931,education=dhs;wealth=dhs,13,18.99,False
RAWALPINDI DISTRICT,5285,5402380,2736180,2665089,102.67,1022.21,55.64,6.01,2.52,618602.0,82.44724474346857,2.1209949774623413,71.35064752252252,64.55483961784365,Punjab,201.0,0.6888148447163723,0.3839223110048301,175.0,7.511758135982843,15.560120782339744,90.0,6.061300466014814,1.05127597330618,False,False,False,False,False,0.6742092209838764,False,0.1098884367182631,0.4139026111966009,False,11.450545870523731,0.2474655389925045,dhs,0.7309790782486896,dhs,0.7451071000968783,dhs,0.2522666138948593,education=dhs;wealth=dhs,91,7.61,False
BHAKKAR DISTRICT,8153,1647852,843056,804669,104.77,202.12,15.76,6.12,2.39,223910.0,51.817985770278696,2.9614714481130573,97.08473460348574,29.965920611109656,Punjab,81.0,-0.3182549578597977,23.904225767403386,82.0,3.4694514092385016,52.25128006929663,51.0,3.372213698241038,0.8249595524170641,False,False,False,False,False,0.6348830364091348,False,0.2621886918980629,0.5928556448899893,False,13.587992125506418,0.5900209536354222,dhs,0.3376168863858064,dhs,0.4179096701392141,dhs,0.5188128852260859,education=dhs;wealth=dhs,3,26.55,False
KHUSHAB DISTRICT,6511,1280372,637474,642791,99.17,196.65,27.57,6.06,1.84,151203.0,59.74620484336722,2.459335492413892,77.03780088415304,32.16130541472124,Punjab,56.0,-0.0097435577965882,7.946809732777131,60.0,4.950155726467029,39.4119618848125,25.0,6.026268721067592,0.0,False,False,True,False,False,0.5319787893313905,False,0.1717386330838552,0.595877016629541,False,11.809302296520071,0.2519281372470024,dhs,0.481706173790019,dhs,0.518145162212454,dhs,0.4453243276060573,education=dhs;wealth=dhs,13,13.35,False
SARGODHA DISTRICT,5856,3696212,1867724,1828074,102.17,631.18,29.44,6.17,1.73,457522.0,65.5385784773808,2.883119058182398,86.79304240901014,38.377890832438126,Punjab,110.0,0.2587783968007206,4.111852596468902,119.0,6.076830547941192,22.798553091600954,60.0,5.467039716154933,1.3699425271919852,False,False,False,False,False,0.6213608233846722,False,0.253685830304254,0.4671961661082636,False,12.378131990264627,0.3231667919285675,dhs,0.5913443846560074,dhs,0.605388065541196,dhs,0.3751937555767422,education=dhs;wealth=dhs,9,4.75,False
MIANWALI DISTRICT,5840,1542601,771969,770502,100.19,264.14,21.25,6.41,2.01,196785.0,61.28097503667996,2.656631476162726,82.70281401291017,40.79688340505648,Punjab,55.0,-0.41750930460931,21.89622178502483,54.0,3.417751088526962,48.02802827458076,28.0,3.216633976662187,3.703703703703703,False,False,True,False,False,0.6110001538173592,False,0.2381307227611552,0.5633646915709769,False,12.756701181964749,0.6098398292009711,dhs,0.3325858600808124,dhs,0.3856618884209147,dhs,0.5314159600961427,education=dhs;wealth=dhs,12,9.09,False
GUJRANWALA DISTRICT,3622,5011066,2528990,2481457,101.92,1383.51,58.85,6.63,2.06,619496.0,75.15902625974812,2.6794890565182894,93.1152609099948,63.5257367592656,Punjab,136.0,0.6644341584414165,0.6444191651180299,144.0,6.939921999536503,17.135878302980352,74.0,5.772875189256415,1.558709861237795,False,False,False,False,False,0.7932384055393749,False,0.2627838722128134,0.3804338932578973,False,12.36255918401394,0.2842072467936504,dhs,0.6753329506229169,dhs,0.7371858042052102,dhs,0.2732476257444631,education=dhs;wealth=dhs,37,5.51,False
GUJRAT DISTRICT,3192,2756289,1334775,1421295,93.91,863.5,30.02,6.2,1.57,323895.0,78.67715078630897,2.317938995950883,84.96150606931654,45.6363628041524,Punjab,138.0,0.5438634343272923,0.644280628144216,143.0,7.464899182326512,18.30198226020413,89.0,5.813821047786285,2.2146336289453816,False,False,False,False,False,0.6500411461512026,False,0.1610982283940432,0.4325569787553089,False,11.751126242567452,0.278991265771877,dhs,0.7264191717485954,dhs,0.6980123219328211,dhs,0.2805060983370112,education=dhs;wealth=dhs,54,4.55,False
HAFIZABAD DISTRICT,2367,1156954,584668,572188,102.18,488.78,34.81,6.57,1.74,148005.0,61.8033932100694,2.8391004095012566,93.04268804974652,38.80103105156972,Punjab,82.0,0.196373216984545,4.847790964306982,84.0,4.70093122193225,35.859995935877386,38.0,3.956017500565091,0.0,False,False,False,False,False,0.6594172573080294,False,0.284061049971909,0.4954427626086073,False,12.792643441312274,0.5156517826693285,dhs,0.457453808990206,dhs,0.5851125946655272,dhs,0.4250830944879502,education=dhs;wealth=dhs,4,4.83,False
MANDI BAHAUDDIN DISTRICT,2673,1594039,775788,818056,94.83,596.35,20.47,6.27,1.68,196009.0,68.62590855646411,2.6277195940828304,86.65791029614256,51.38825508815231,Punjab,,,,,,,,,,,,,False,False,0.6907866277635231,False,0.2200168216151442,0.4734683043996616,False,12.296374179050826,0.6029219684883771,imputed_median,0.7832168915680787,census,0.6907866277635231,census_wash_proxy,0.2634832973116825,education=census;wealth=census_wash_proxy,19,10.78,False
NAROWAL DISTRICT,2337,1707575,839934,867472,96.83,730.67,15.03,7.07,1.59,231024.0,73.50828731499342,2.625713079030514,88.3210797075792,34.36902505571408,Punjab,56.0,-0.046227989059389,7.048018496942138,56.0,5.06275971834636,33.88271489919562,29.0,5.585380637682978,1.8383643749976224,False,False,True,False,False,0.6084769769503511,False,0.2952924149505125,0.4510202074991429,False,13.529361814268771,0.3080916653357484,dhs,0.4926638165550049,dhs,0.5062913541525578,dhs,0.4482787248124875,education=dhs;wealth=dhs,2,16.91,False
SIALKOT DISTRICT,3016,3894938,1921289,1973150,97.37,1291.43,29.39,6.7,1.9,481850.0,77.89812601310803,2.470139206918961,91.59547637901024,45.46643736940696,Punjab,107.0,0.3588013198505271,0.7392555396771596,103.0,6.3743846409573575,24.89590038646368,59.0,4.792695783053101,2.2538413838671563,False,False,False,False,False,0.6870975040815646,False,0.2340541900497866,0.3880508785331782,False,12.371185369317818,0.4090696227274685,dhs,0.6202997653677724,dhs,0.6378855580437324,dhs,0.3392180423993149,education=dhs;wealth=dhs,15,6.05,False
LAHORE DISTRICT,1772,11119985,5813987,5303982,109.62,6275.39,100.0,6.23,3.0,1304204.0,77.08048130522751,2.863009386909418,88.86577198517844,91.6785451252468,Punjab,344.0,1.0179313658376288,0.241309492469201,290.0,8.27415648455934,19.67449819116136,137.0,6.143014733666394,1.9501162814108213,False,False,False,False,False,0.9208166568688034,False,0.255961657129076,0.2131521740758799,False,11.72846905818668,0.2370561817441318,dhs,0.8051690657339367,dhs,0.8520372052316091,dhs,0.1668105826192401,education=dhs;wealth=dhs,248,1.22,False
KASUR DISTRICT,3995,3454881,1788617,1666044,107.36,864.8,25.78,6.58,2.03,465054.0,60.76763816147453,3.526499341667934,90.76329538770284,46.9935680810737,Punjab,109.0,0.1482620319243786,3.3284123353498742,112.0,4.372424266009455,45.764150356231454,52.0,4.985288696350215,1.5765628237093277,False,False,False,False,False,0.6905739091096423,False,0.4010644017719046,0.4323906730696617,False,13.460782006674036,0.3845357378181323,dhs,0.4254863644197468,dhs,0.5694812490888502,dhs,0.4522802761702907,education=dhs;wealth=dhs,7,17.97,False
NANKANA SAHIB DISTRICT,2216,1354986,690274,664558,103.87,611.46,18.09,6.25,1.37,173077.0,63.71325878594249,3.0756467092795403,69.38659177487973,28.61922902242119,Punjab,27.0,-0.2961603703703704,11.11111111111111,21.0,3.1904761904761907,61.9047619047619,14.0,5.571428571428574,4.761904761904763,True,True,True,False,False,0.469071055437139,False,0.2937530016267077,0.4707035602450702,False,12.773342307595795,0.3098689809278592,dhs,0.3104694403986602,dhs,0.425088211511443,dhs,0.5640579715636144,education=dhs;wealth=dhs,12,6.12,False
SHEIKHUPURA DISTRICT,3744,3460004,1786383,1673242,106.76,924.15,34.73,6.62,2.22,435178.0,67.02016355257372,3.0663183948111152,94.97263630992164,57.84151338157092,Punjab,82.0,0.6232611032266201,0.0,83.0,6.750303105594376,23.48783036003024,35.0,6.253552226511661,0.0,False,False,False,False,False,0.7732000737003581,False,0.327149684340934,0.4250526109022949,False,12.577384303601962,0.2229751126060962,dhs,0.6568808862988015,dhs,0.7238086601231172,dhs,0.2973815296695528,education=dhs;wealth=dhs,27,11.41,False
FAISALABAD DISTRICT,5857,7882444,4038932,3842684,105.11,1345.82,47.79,6.42,1.98,970053.0,69.83484104215017,2.962405894690841,67.8244792777246,49.52270912778502,Punjab,218.0,0.6298669290312621,3.747027019157323,204.0,7.163695596199875,24.13834656901303,104.0,4.413165487939431,1.237679626486702,False,False,False,False,False,0.5729171965156836,False,0.2907018483049071,0.383488565378986,False,12.306500369682295,0.4574169498462003,dhs,0.6971086540553575,dhs,0.7259548958860185,dhs,0.3172473402574186,education=dhs;wealth=dhs,122,14.72,False
CHINIOT DISTRICT,2643,1368659,699606,668914,104.59,517.84,30.85,6.21,1.85,188252.0,50.05037581879692,3.126205285444087,91.35391444713478,21.486352630420427,Punjab,83.0,0.0010871677184032,13.63913096366728,83.0,3.311817950412407,58.87318748727106,39.0,3.330036013481868,4.3266758248251,False,False,False,False,False,0.5563267634784151,False,0.2985084268088052,0.4890634583031034,False,13.754485229702944,0.5953938536342261,dhs,0.3222773668821244,dhs,0.5216640697837235,dhs,0.5142146119817771,education=dhs;wealth=dhs,2,15.75,False
JHANG DISTRICT,6166,2742633,1394928,1347444,103.52,444.8,21.82,6.35,2.03,389915.0,55.63683648563073,2.95052959914262,93.71856294439434,17.3737539387834,Punjab,83.0,0.6417894627330791,0.0,86.0,7.145845381396683,24.643880285402503,51.0,4.199513758361173,1.5933507489486318,False,False,False,False,False,0.5476720201135665,False,0.2820804365823782,0.5058558513964115,False,14.21681282183945,0.484633459812313,dhs,0.6953716261416291,dhs,0.7298285324262453,dhs,0.3204490325871996,education=dhs;wealth=dhs,6,17.29,False
