district_key,segment_idx,weighted_events,ppc_mean,ppc_lower95,ppc_upper95,observed_within_ppc_interval
KALAT DISTRICT,7,0.0,0.0015,0.0,0.0,True
KHARAN DISTRICT,0,0.13367300000000001,0.06933333333333333,0.0,1.0,True
KHARAN DISTRICT,1,0.0,0.0075,0.0,0.0,True
KHARAN DISTRICT,2,0.0,0.006,0.0,0.0,True
KHARAN DISTRICT,3,0.0,0.007833333333333333,0.0,0.0,True
KHARAN DISTRICT,4,0.0,0.0035,0.0,0.0,True
KHARAN DISTRICT,5,0.0,0.0015,0.0,0.0,True
KHARAN DISTRICT,6,0.0,0.0008333333333333334,0.0,0.0,True
KHARAN DISTRICT,7,0.0,0.0,0.0,0.0,True
KHUZDAR DISTRICT,0,2.353668,1.463,0.0,5.0,True
KHUZDAR DISTRICT,1,0.795691,0.20583333333333334,0.0,1.0,True
KHUZDAR DISTRICT,2,0.764435,0.1125,0.0,1.0,True
KHUZDAR DISTRICT,3,0.0,0.22033333333333333,0.0,1.0,True
KHUZDAR DISTRICT,4,0.0,0.08283333333333333,0.0,1.0,True
KHUZDAR DISTRICT,5,0.239238,0.03983333333333333,0.0,1.0,True
KHUZDAR DISTRICT,6,0.0,0.0265,0.0,1.0,True
KHUZDAR DISTRICT,7,0.0,0.004,0.0,0.0,True
LASBELA DISTRICT,0,2.27705,1.3275,0.0,5.0,True
LASBELA DISTRICT,1,0.81076,0.18283333333333332,0.0,1.0,True
LASBELA DISTRICT,2,0.0,0.1035,0.0,1.0,True
LASBELA DISTRICT,3,0.0,0.15866666666666668,0.0,1.0,True
LASBELA DISTRICT,4,0.42424,0.0595,0.0,1.0,True
LASBELA DISTRICT,5,0.371027,0.023833333333333335,0.0,0.0,False
LASBELA DISTRICT,6,0.0,0.021333333333333333,0.0,0.0,True
LASBELA DISTRICT,7,0.0,0.005166666666666667,0.0,0.0,True
MASTUNG DISTRICT,0,0.955706,0.9108333333333334,0.0,4.0,True
MASTUNG DISTRICT,1,0.815652,0.13166666666666665,0.0,1.0,True
MASTUNG DISTRICT,2,0.815652,0.06116666666666667,0.0,1.0,True
MASTUNG DISTRICT,3,0.550843,0.121,0.0,1.0,True
MASTUNG DISTRICT,4,1.4000270000000001,0.042,0.0,1.0,False
MASTUNG DISTRICT,5,0.0,0.0165,0.0,0.0,True
MASTUNG DISTRICT,6,0.0,0.015333333333333332,0.0,0.0,True
MASTUNG DISTRICT,7,0.0,0.0028333333333333335,0.0,0.0,True
WASHUK DISTRICT,0,0.0,0.226,0.0,2.0,True
WASHUK DISTRICT,1,0.41999,0.033666666666666664,0.0,1.0,True
WASHUK DISTRICT,2,0.0,0.019666666666666666,0.0,0.0,True
WASHUK DISTRICT,3,0.0,0.034333333333333334,0.0,1.0,True
WASHUK DISTRICT,4,0.0,0.014833333333333334,0.0,0.0,True
WASHUK DISTRICT,5,0.0,0.009666666666666667,0.0,0.0,True
WASHUK DISTRICT,6,0.0,0.009166666666666667,0.0,0.0,True
WASHUK DISTRICT,7,0.0,0.003,0.0,0.0,True
GWADAR DISTRICT,0,0.0,0.22016666666666668,0.0,2.0,True
GWADAR DISTRICT,1,0.0,0.03,0.0,1.0,True
GWADAR DISTRICT,2,0.0,0.018,0.0,0.0,True
GWADAR DISTRICT,3,0.0,0.031,0.0,1.0,True
GWADAR DISTRICT,4,0.0,0.012,0.0,0.0,True
GWADAR DISTRICT,5,0.0,0.005,0.0,0.0,True
GWADAR DISTRICT,6,0.0,0.0031666666666666666,0.0,0.0,True
GWADAR DISTRICT,7,0.0,0.00016666666666666666,0.0,0.0,True
KECH DISTRICT,0,0.266814,0.33466666666666667,0.0,2.0,True
KECH DISTRICT,1,0.0,0.05,0.0,1.0,True
KECH DISTRICT,2,0.067114,0.027666666666666666,0.0,1.0,True
KECH DISTRICT,3,0.0,0.049833333333333334,0.0,1.0,True
KECH DISTRICT,4,0.0,0.021,0.0,0.0,True
KECH DISTRICT,5,0.0,0.008666666666666666,0.0,0.0,True
KECH DISTRICT,6,0.0,0.007833333333333333,0.0,0.0,True
KECH DISTRICT,7,0.0,0.0015,0.0,0.0,True
PANJGUR DISTRICT,0,0.0,0.0,0.0,0.0,True
PANJGUR DISTRICT,1,0.0,0.0,0.0,0.0,True
PANJGUR DISTRICT,2,0.0,0.0,0.0,0.0,True
PANJGUR DISTRICT,3,0.0,0.0,0.0,0.0,True
PANJGUR DISTRICT,4,0.0,0.0,0.0,0.0,True
PANJGUR DISTRICT,5,0.0,0.0,0.0,0.0,True
PANJGUR DISTRICT,6,0.0,0.0,0.0,0.0,True
PANJGUR DISTRICT,7,0.0,0.0,0.0,0.0,True
JAFFARABAD DISTRICT,0,0.0,0.5455,0.0,3.0,True
JAFFARABAD DISTRICT,1,0.0,0.08,0.0,1.0,True
JAFFARABAD DISTRICT,2,0.0,0.03933333333333333,0.0,1.0,True
JAFFARABAD DISTRICT,3,0.0,0.08316666666666667,0.0,1.0,True
JAFFARABAD DISTRICT,4,0.0,0.033,0.0,1.0,True
JAFFARABAD DISTRICT,5,0.0,0.015666666666666666,0.0,0.0,True
JAFFARABAD DISTRICT,6,0.0,0.011666666666666667,0.0,0.0,True
JAFFARABAD DISTRICT,7,0.0,0.0023333333333333335,0.0,0.0,True
JHAL MAGSI DISTRICT,0,0.853521,0.18683333333333332,0.0,1.0,True
JHAL MAGSI DISTRICT,1,0.0,0.0195,0.0,0.0,True
JHAL MAGSI DISTRICT,2,0.0,0.011833333333333333,0.0,0.0,True
JHAL MAGSI DISTRICT,3,0.0,0.023,0.0,0.0,True
JHAL MAGSI DISTRICT,4,0.0,0.007333333333333333,0.0,0.0,True
JHAL MAGSI DISTRICT,5,0.0,0.004833333333333334,0.0,0.0,True
JHAL MAGSI DISTRICT,6,0.0,0.002,0.0,0.0,True
JHAL MAGSI DISTRICT,7,0.0,0.0008333333333333334,0.0,0.0,True
KACHHI DISTRICT,0,0.0,0.20233333333333334,0.0,1.0,True
KACHHI DISTRICT,1,0.0,0.0315,0.0,1.0,True
KACHHI DISTRICT,2,0.0,0.016,0.0,0.0,True
KACHHI DISTRICT,3,0.0,0.0305,0.0,1.0,True
KACHHI DISTRICT,4,0.0,0.011166666666666667,0.0,0.0,True
KACHHI DISTRICT,5,0.0,0.005,0.0,0.0,True
KACHHI DISTRICT,6,0.0,0.0026666666666666666,0.0,0.0,True
KACHHI DISTRICT,7,0.0,0.001,0.0,0.0,True
NASIRABAD DISTRICT,0,1.333516,0.8208333333333333,0.0,3.0,True
NASIRABAD DISTRICT,1,0.0,0.12166666666666667,0.0,1.0,True
NASIRABAD DISTRICT,2,0.165034,0.05533333333333333,0.0,1.0,True
NASIRABAD DISTRICT,3,0.0,0.10133333333333333,0.0,1.0,True
NASIRABAD DISTRICT,4,0.0,0.03966666666666667,0.0,1.0,True
NASIRABAD DISTRICT,5,0.666758,0.018,0.0,0.0,False
NASIRABAD DISTRICT,6,0.0,0.013833333333333333,0.0,0.0,True
NASIRABAD DISTRICT,7,0.0,0.0025,0.0,0.0,True
SOHBATPUR DISTRICT,0,0.339134,0.216,0.0,2.0,True
SOHBATPUR DISTRICT,1,0.0,0.032,0.0,1.0,True
SOHBATPUR DISTRICT,2,0.0,0.014,0.0,0.0,True
SOHBATPUR DISTRICT,3,0.0,0.023666666666666666,0.0,0.0,True
SOHBATPUR DISTRICT,4,0.0,0.011333333333333334,0.0,0.0,True
SOHBATPUR DISTRICT,5,0.0,0.0033333333333333335,0.0,0.0,True
SOHBATPUR DISTRICT,6,0.0,0.0036666666666666666,0.0,0.0,True
SOHBATPUR DISTRICT,7,0.0,0.00016666666666666666,0.0,0.0,True
CHAGAI DISTRICT,0,0.0,0.0,0.0,0.0,True
CHAGAI DISTRICT,1,0.0,0.0,0.0,0.0,True
CHAGAI DISTRICT,2,0.0,0.0,0.0,0.0,True
CHAGAI DISTRICT,3,0.0,0.0,0.0,0.0,True
CHAGAI DISTRICT,4,0.0,0.0,0.0,0.0,True
CHAGAI DISTRICT,5,0.0,0.0,0.0,0.0,True
CHAGAI DISTRICT,6,0.0,0.0,0.0,0.0,True
CHAGAI DISTRICT,7,0.0,0.0,0.0,0.0,True
KILLA ABDULLAH DISTRICT,0,0.0,1.8683333333333334,0.0,6.0,True
KILLA ABDULLAH DISTRICT,1,0.0,0.27,0.0,2.0,True
KILLA ABDULLAH DISTRICT,2,3.112171,0.13883333333333334,0.0,1.0,False
KILLA ABDULLAH DISTRICT,3,0.679805,0.2505,0.0,2.0,True
KILLA ABDULLAH DISTRICT,4,0.0,0.101,0.0,1.0,True
KILLA ABDULLAH DISTRICT,5,0.0,0.051333333333333335,0.0,1.0,True
KILLA ABDULLAH DISTRICT,6,0.0,0.03866666666666667,0.0,1.0,True
KILLA ABDULLAH DISTRICT,7,0.0,0.008,0.0,0.0,True
NUSHKI DISTRICT,0,0.0,0.0,0.0,0.0,True
NUSHKI DISTRICT,1,0.0,0.0,0.0,0.0,True
NUSHKI DISTRICT,2,0.0,0.0,0.0,0.0,True
NUSHKI DISTRICT,3,0.0,0.0,0.0,0.0,True
NUSHKI DISTRICT,4,0.0,0.0,0.0,0.0,True
NUSHKI DISTRICT,5,0.0,0.0,0.0,0.0,True
NUSHKI DISTRICT,6,0.0,0.0,0.0,0.0,True
NUSHKI DISTRICT,7,0.0,0.0,0.0,0.0,True
PISHIN DISTRICT,0,0.947207,0.3438333333333333,0.0,2.0,True
PISHIN DISTRICT,1,0.0,0.049166666666666664,0.0,1.0,True
PISHIN DISTRICT,2,0.381975,0.024333333333333332,0.0,0.0,False
PISHIN DISTRICT,3,0.0,0.042166666666666665,0.0,1.0,True
PISHIN DISTRICT,4,0.0,0.017166666666666667,0.0,0.0,True
PISHIN DISTRICT,5,0.0,0.008333333333333333,0.0,0.0,True
PISHIN DISTRICT,6,0.0,0.007,0.0,0.0,True
PISHIN DISTRICT,7,0.0,0.0008333333333333334,0.0,0.0,True
QUETTA DISTRICT,0,2.818538,2.4316666666666666,0.0,7.0,True
QUETTA DISTRICT,1,0.0,0.3448333333333333,0.0,2.0,True
QUETTA DISTRICT,2,0.0,0.18933333333333333,0.0,1.0,True
QUETTA DISTRICT,3,1.635859,0.34933333333333333,0.0,2.0,True
QUETTA DISTRICT,4,0.0,0.12416666666666666,0.0,1.0,True
QUETTA DISTRICT,5,0.210786,0.05633333333333333,0.0,1.0,True
QUETTA DISTRICT,6,0.957393,0.041,0.0,1.0,True
QUETTA DISTRICT,7,0.465006,0.008,0.0,0.0,False
DERA BUGTI DISTRICT,0,0.0,0.2833333333333333,0.0,2.0,True
DERA BUGTI DISTRICT,1,0.0,0.041666666666666664,0.0,1.0,True
DERA BUGTI DISTRICT,2,0.0,0.0225,0.0,0.0,True
DERA BUGTI DISTRICT,3,0.0,0.04016666666666667,0.0,1.0,True
DERA BUGTI DISTRICT,4,0.0,0.014333333333333333,0.0,0.0,True
DERA BUGTI DISTRICT,5,0.0,0.0075,0.0,0.0,True
DERA BUGTI DISTRICT,6,0.0,0.005666666666666667,0.0,0.0,True
DERA BUGTI DISTRICT,7,0.0,0.002,0.0,0.0,True
HARNAI DISTRICT,0,0.0,0.0,0.0,0.0,True
HARNAI DISTRICT,1,0.0,0.0,0.0,0.0,True
HARNAI DISTRICT,2,0.0,0.0,0.0,0.0,True
HARNAI DISTRICT,3,0.0,0.0,0.0,0.0,True
HARNAI DISTRICT,4,0.0,0.0,0.0,0.0,True
HARNAI DISTRICT,5,0.0,0.0,0.0,0.0,True
HARNAI DISTRICT,6,0.0,0.0,0.0,0.0,True
HARNAI DISTRICT,7,0.0,0.0,0.0,0.0,True
KOHLU DISTRICT,0,0.310621,0.31333333333333335,0.0,2.0,True
KOHLU DISTRICT,1,0.0,0.043166666666666666,0.0,1.0,True
KOHLU DISTRICT,2,0.0,0.021333333333333333,0.0,0.0,True
KOHLU DISTRICT,3,0.0,0.047,0.0,1.0,True
KOHLU DISTRICT,4,0.0,0.016,0.0,0.0,True
KOHLU DISTRICT,5,0.0,0.007166666666666667,0.0,0.0,True
KOHLU DISTRICT,6,0.0,0.005833333333333334,0.0,0.0,True
KOHLU DISTRICT,7,0.0,0.001,0.0,0.0,True
SIBI DISTRICT,0,0.303026,0.12483333333333334,0.0,1.0,True
SIBI DISTRICT,1,0.151513,0.020166666666666666,0.0,0.0,False
SIBI DISTRICT,2,0.151513,0.0065,0.0,0.0,False
SIBI DISTRICT,3,0.151513,0.018833333333333334,0.0,0.0,False
SIBI DISTRICT,4,0.0,0.004833333333333334,0.0,0.0,True
SIBI DISTRICT,5,0.0,0.0028333333333333335,0.0,0.0,True
SIBI DISTRICT,6,0.0,0.0025,0.0,0.0,True
SIBI DISTRICT,7,0.0,0.001,0.0,0.0,True
ZIARAT DISTRICT,0,0.0,0.0,0.0,0.0,True
ZIARAT DISTRICT,1,0.0,0.0,0.0,0.0,True
ZIARAT DISTRICT,2,0.0,0.0,0.0,0.0,True
ZIARAT DISTRICT,3,0.0,0.0,0.0,0.0,True
ZIARAT DISTRICT,4,0.0,0.0,0.0,0.0,True
ZIARAT DISTRICT,5,0.0,0.0,0.0,0.0,True
ZIARAT DISTRICT,6,0.0,0.0,0.0,0.0,True
ZIARAT DISTRICT,7,0.0,0.0,0.0,0.0,True
BARKHAN DISTRICT,0,0.0,0.0,0.0,0.0,True
BARKHAN DISTRICT,1,0.0,0.0,0.0,0.0,True
BARKHAN DISTRICT,2,0.0,0.0,0.0,0.0,True
BARKHAN DISTRICT,3,0.0,0.0,0.0,0.0,True
BARKHAN DISTRICT,4,0.0,0.0,0.0,0.0,True
BARKHAN DISTRICT,5,0.0,0.0,0.0,0.0,True
BARKHAN DISTRICT,6,0.0,0.0,0.0,0.0,True
BARKHAN DISTRICT,7,0.0,0.0,0.0,0.0,True
KILLA SAIFULLAH DISTRICT,0,0.164269,0.7646666666666667,0.0,3.0,True
KILLA SAIFULLAH DISTRICT,1,0.0,0.10916666666666666,0.0,1.0,True
KILLA SAIFULLAH DISTRICT,2,0.0,0.06416666666666666,0.0,1.0,True
KILLA SAIFULLAH DISTRICT,3,0.0,0.08616666666666667,0.0,1.0,True
KILLA SAIFULLAH DISTRICT,4,0.0,0.034666666666666665,0.0,1.0,True
KILLA SAIFULLAH DISTRICT,5,0.0,0.013166666666666667,0.0,0.0,True
KILLA SAIFULLAH DISTRICT,6,0.0,0.013,0.0,0.0,True
KILLA SAIFULLAH DISTRICT,7,0.0,0.0025,0.0,0.0,True
LORALAI DISTRICT,0,4.030817,8.004833333333334,2.0,16.0,True
LORALAI DISTRICT,1,0.238405,1.1953333333333334,0.0,4.0,True
LORALAI DISTRICT,2,3.315602,0.6713333333333333,0.0,3.0,False
LORALAI DISTRICT,3,7.573790000000001,1.2336666666666667,0.0,4.0,False
LORALAI DISTRICT,4,1.419396,0.42816666666666664,0.0,2.0,True
LORALAI DISTRICT,5,0.0,0.19583333333333333,0.0,1.0,True
LORALAI DISTRICT,6,0.0,0.19,0.0,1.0,True
LORALAI DISTRICT,7,0.0,0.0505,0.0,1.0,True
MUSAKHEL DISTRICT,0,0.0,0.0,0.0,0.0,True
MUSAKHEL DISTRICT,1,0.0,0.0,0.0,0.0,True
MUSAKHEL DISTRICT,2,0.0,0.0,0.0,0.0,True
MUSAKHEL DISTRICT,3,0.0,0.0,0.0,0.0,True
MUSAKHEL DISTRICT,4,0.0,0.0,0.0,0.0,True
MUSAKHEL DISTRICT,5,0.0,0.0,0.0,0.0,True
MUSAKHEL DISTRICT,6,0.0,0.0,0.0,0.0,True
MUSAKHEL DISTRICT,7,0.0,0.0,0.0,0.0,True
SHERANI DISTRICT,0,0.0,0.14116666666666666,0.0,1.0,True
SHERANI DISTRICT,1,0.0,0.023166666666666665,0.0,0.0,True
SHERANI DISTRICT,2,0.0,0.011333333333333334,0.0,0.0,True
SHERANI DISTRICT,3,0.0,0.0205,0.0,0.0,True
SHERANI DISTRICT,4,0.0,0.004833333333333334,0.0,0.0,True
SHERANI DISTRICT,5,0.0,0.0023333333333333335,0.0,0.0,True
SHERANI DISTRICT,6,0.0,0.0035,0.0,0.0,True
SHERANI DISTRICT,7,0.0,0.0015,0.0,0.0,True
ZHOB DISTRICT,0,5.805058,4.905333333333333,1.0,11.0,True
ZHOB DISTRICT,1,0.805839,0.6455,0.0,3.0,True
ZHOB DISTRICT,2,0.164185,0.33466666666666667,0.0,2.0,True
ZHOB DISTRICT,3,5.640873,0.6251666666666666,0.0,3.0,False
ZHOB DISTRICT,4,0.0,0.1725,0.0,1.0,True
ZHOB DISTRICT,5,0.0,0.06583333333333333,0.0,1.0,True
ZHOB DISTRICT,6,0.164185,0.06,0.0,1.0,True
ZHOB DISTRICT,7,0.0,0.0065,0.0,0.0,True
ISLAMABAD DISTRICT,0,1.786239,1.2155,0.0,4.024999999999636,True
ISLAMABAD DISTRICT,1,0.937368,0.17683333333333334,0.0,1.0,True
ISLAMABAD DISTRICT,2,0.274848,0.09466666666666666,0.0,1.0,True
ISLAMABAD DISTRICT,3,0.165714,0.16916666666666666,0.0,1.0,True
ISLAMABAD DISTRICT,4,0.118651,0.057166666666666664,0.0,1.0,True
ISLAMABAD DISTRICT,5,0.0,0.021666666666666667,0.0,0.0,True
ISLAMABAD DISTRICT,6,0.0,0.018666666666666668,0.0,0.0,True
ISLAMABAD DISTRICT,7,0.0,0.003833333333333333,0.0,0.0,True
